Transaction Number,Fuel Quantity,Gross Price,Full Address,Date & Time,Fuel Type,Site Name,Site ID,VIN,Vehicle ID
19929,4.10526,2.64,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 07:41:05,liquid natural gas,Sunoco,18200,IEH9V2LOVDFR3N551,11111631
19930,2.88,3.49,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 11:10:28,liquified natural gas,Sunoco,74510,97CT6WFSJDJXPZTXC,44355851
19942,11.17,4.06,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 09:31:01,LNG,Love's,ebcjc,H19LIYD7AN2EXGOE2,77513754
19981,52.87,2.23,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 08:03:25,gas,Sunoco,74510,Q6HVQMWHGDIYNUXNP,33717427
20009,37.9,2.28,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 08:02:36,biodiesel,Marathon,efgee,RGDEBTJ54QMWRJHAG,63783881
20014,39.49,3.16,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 11:38:02,biodiesel,Bucky's,sxwyx,A1DFQV2JOIZ5ER8V6,64122751
20020,34.2207,3.85,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 08:51:48,ethanol,Marathon,egfge,HI8E25VGIOX56GVXQ,11111172
20025,53.9587,4.08,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 09:25:28,propane,WalMart,edhmd,IXT5LIDQL7YLK0IAY,51133161
20027,40.828,2.68,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 07:01:53,ethanol,Love's,kccpf,0ZUTUD8W4AMQAHF5Z,11111112
20034,21.25331,3.75,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 10:42:04,propane,Sunoco,12600,2IDLH4C4UT7WMS0XV,42311121
20044,46.4126,3.18,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 11:57:43,liquefied natural gas,WalMart,edhmd,4DEKRNH1RW7JQP28A,51711112
20052,22.75,2.43,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 04:36:48,liquefied natural gas,Bucky's,awwyw,0T5K07T5R0RXUC3J7,12111121
20080,13.74,2.69,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 09:26:56,methanol,Marathon,egegg,8FGD0X9TUU301PTUT,11611111
20136,42.5779,3.08,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 07:27:30,biodiesel,Marathon,egggf,QBPR7Q9RM43CA0L5V,47615414
20178,18.732,2.96,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 07:45:05,liquified natural gas,Bucky's,swwyx,4JV6ELJUCVYZ8SQ6J,13111117
20228,47.26,2.32,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 04:00:16,gas,Sunoco,12011,YHBY0P2TGJE75CYVA,12621141
20239,8.48697,2.32,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 12:34:12,propane,Marathon,egfff,RL163QR5DH5MKB70V,55654711
20240,50.954,2.07,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 05:17:24,diesel,Love's,hbcde,EMZS04QXGTUO2WLW2,18563177
20244,6.87,3.66,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 12:27:11,lng,Marathon,egegg,16SQ04SBO11TBE1NI,14121865
20277,6.36,2.02,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 08:37:47,kerosene,Speedway,vaia,X2KJ2OG6Z9NCIFV9X,45114287
20296,16.81842,3.64,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 08:36:19,diesel,Marathon,eeege,FHDFU1E0E3M9QQ6FI,11121111
20327,41.806,3.89,"43218 OH,  Columbus, 8509 Beechmont Parkwy, ",2024-10-02 06:49:05,methanol,Love's,bcdyc,OPD0VPMXMX4U8BZK6,15112111
20333,46.466,3.73,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 08:51:56,methanol,Bucky's,wywxx,1SIEF16QZDO7WGVJP,11821131
20334,18.53,2.87,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 06:01:16,LNG,Bucky's,vxxwx,AMSP7ODBBFSOUKTOB,71156114
20337,40.73,2.69,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 11:03:24,gas,Marathon,geggg,9MFFGXNLCKZSDCMPN,32177131
20345,52.489,2.65,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 04:51:58,biodiesel,Bucky's,sxwyx,KRJ3FYH7YK6Y3Q40L,71111113
20348,9.53,2.66,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 08:53:09,lng,Flying J,22345,QGS37VXAHEN2VOV7K,27551813
20383,7.133,2.67,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 05:59:53,LNG,Sunoco,12011,LY5H6KMYCGA5HJZGW,18828571
20391,50.20638,3.75,"43279 OH,  Columbus, 1629 Spring Grove St, ",2024-10-02 10:28:40,liquified natural gas,Sunoco,62011,WZ26MJNXMYAHSFJ3B,31215171
20395,51.666,3.30,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 11:50:54,ethanol,WalMart,hgdjg,XALJMS539ASW53IXH,61433762
20412,27.58944,3.43,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 04:19:46,diesel,Bucky's,vxxwx,15M26SIG9HTI1O40W,56121758
20426,47.6031,3.64,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 06:38:49,biodiesel,Love's,bbccp,ZXHB1RC5C37N8T27R,84561181
20431,37.49,2.76,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 05:33:28,liquid natural gas,Love's,cbccc,91FNEQX9TMQUZYOFE,41111311
20494,46.09,2.59,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 11:00:38,methanol,WalMart,edhmd,9WR492L07GMHJLRFL,63147814
20500,32.69765,2.41,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 04:54:40,liquid natural gas,Flying J,17348,0H4QEM0TQXR4ZHKG9,88157711
20508,44.026,3.09,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 12:10:41,diesel,Speedway,oafa,OBJM0QH1P16MUE031,38111131
20513,53.6155,2.00,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 04:05:08,lng,Sunoco,18200,EMZS04QXGTUO2WLW2,18563177
20537,35.7763,3.18,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 10:30:50,liquid natural gas,Bucky's,axwww,K1KT3PZUACMJBCD1T,34857716
20542,4.821,2.55,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 07:30:36,kerosene,Sunoco,12010,WKBUWCW4J6E7R2JYZ,45127211
20589,19.06,3.31,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 11:48:45,liquefied natural gas,Sunoco,22001,JBCIW7W1VNP444PBM,11111151
20613,28.1096,4.10,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 06:11:03,kerosene,Love's,bbccp,9OR2FA0L8OORWX4PV,18811881
20632,43.59636,1.97,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 08:43:30,gas,WalMart,dddlg,GFV79IE73C7REA5HH,44571111
20648,28.084,2.93,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 10:44:54,diesel,Speedway,laea,MP1Z383ZC74NEK154,16111181
20675,26.1775,2.28,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 11:30:26,liquid natural gas,Bucky's,wywxx,PEZQAVR1985PDW761,32811316
20712,5.99009,3.07,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 10:14:05,diesel,Love's,bbccp,W195C1AU3EELF7FY3,83781274
20734,45.8524,3.77,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 06:39:14,lng,Sunoco,74510,ZTCPGW5U6VMG8UPZI,11111411
20741,17.9901,3.34,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 08:14:44,kerosene,Bucky's,wywxx,OT2WGZBQPV6N7VD31,11137811
20764,47.7612,2.22,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 10:07:40,LNG,Bucky's,awwwy,XXF41PXLQHPBJL7Y4,51111111
20782,27.113,1.96,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 07:54:59,ethanol,Bucky's,bwxww,MBIQLY1IQ2XP4SBU5,15574872
20817,19.9147,3.14,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 06:35:29,liquid natural gas,Sunoco,42611,631LFW45TAUQX611H,11253164
20822,48.91123,2.47,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 12:06:35,liquefied natural gas,Marathon,egfge,AUV9UW5XTB8RLA01D,47255112
20866,33.1047,3.19,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 03:01:48,methanol,Sunoco,42611,6UN6CZKUDJPC6YRZK,16441111
20927,54.1698,3.50,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 10:43:46,liquified natural gas,Marathon,eeege,YGBE3WBCG2CY3RC58,11712715
20995,51.2456,2.88,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 09:04:37,gas,Bucky's,swwyx,55IEC2VLSDBPNCXEB,13542144
20999,21.38844,1.91,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 11:16:55,kerosene,WalMart,dddlg,8WF7W0CWCYVZ98KY4,51111113
21028,22.47574,2.31,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 10:03:44,diesel,Love's,hbcde,10IUR56DCU7DTAFSY,11111611
21032,26.64944,1.90,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 10:42:03,liquefied natural gas,Bucky's,bwwww,QIJF68PQU8HLAT845,11111151
21039,41.8727,3.48,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 06:10:41,LNG,Bucky's,bwwww,ALL68R63RUWHPV83I,68261828
21046,7.41,2.68,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 04:12:29,liquefied natural gas,Bucky's,swwyx,5UVGQCZ2GA6AAQW64,13117111
21053,11.68,2.74,"43224 OH,  Columbus, 435 Elon St, ",2024-10-02 12:02:10,ethanol,Marathon,eefgg,6K8Z5FNYAVQS1IB9X,31112318
21090,37.26,3.06,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 04:40:08,liquified natural gas,Flying J,84448,LRFN2VGILZ2EOG4XO,17681735
21102,49.234,2.95,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 11:59:33,ethanol,Bucky's,axwww,08A8M6NEOQ1UDL5U6,77511411
21109,48.56,2.95,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 04:52:15,methanol,Sunoco,36001,QP0Q2X7T00R714RGZ,11111132
21110,33.18241,2.76,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 03:36:28,gas,Love's,gcccc,IO4J9JY9OOR61T3CP,68651618
21118,37.59579,2.50,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 06:49:15,liquid natural gas,Sunoco,12600,9PB53VU9IFKYL0QNX,11215714
21128,43.6,2.24,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 11:04:54,LNG,Speedway,laea,SPZK1IA8BW8OHIRRF,81141111
21140,18.88,3.14,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 07:02:14,methanol,Love's,bcdcp,Z2ZDPDRANR03WTE8J,11112161
21144,11.003,3.77,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 11:54:30,liquified natural gas,Marathon,ffeee,JKG9PZEU2N314HBWI,61681174
21163,34.04671,1.97,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 12:06:02,liquified natural gas,Love's,bcdch,JBGZ1PN7JIIIRCCUO,77317226
21179,39.855,3.27,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 07:45:01,biodiesel,Sunoco,74510,ZAGO6UUABKV4M7AGB,11811111
21187,8.35,2.34,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 03:59:57,methanol,WalMart,edhmd,1VSIF4W1I4VK6AAH0,15477618
21224,28.24,3.47,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 09:31:30,gas,Love's,bcdcp,BG2TCJD6TT1667ZZX,82115163
21261,44.8643,2.58,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 03:20:17,LNG,Bucky's,vxxwx,1IFMJXD70L808UYSN,61171117
21266,47.213,2.19,"43279 OH,  Columbus, 1629 Spring Grove St, ",2024-10-02 09:11:59,liquid natural gas,Sunoco,62011,YGNCHGI2N8OF7F3KB,11151611
21268,39.727,3.00,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 07:12:24,diesel,Love's,gcccc,YDPMOD6XSSF7TP01D,62316571
21285,10.823,2.24,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 10:47:46,biodiesel,Marathon,geggg,B1H0IE8X1PUIAA31E,26411111
21291,27.84648,2.43,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 11:55:13,biodiesel,Sunoco,18200,VY1WF9M28T22F786P,16812511
21298,32.4249,2.54,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 09:50:08,liquid natural gas,Marathon,efeff,2Y8HYA7UV5F3TCX7T,21616146
21319,48.002,3.21,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 11:06:42,diesel,Sunoco,22001,OAIBIVZGNNAOBOMQ0,51111857
21323,31.809,3.64,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 09:58:25,methanol,Love's,hbcde,5DLRBO5XNWMGMJQVI,73888812
21325,28.13077,2.86,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 11:56:07,lng,WalMart,dldde,0SEHYM1VB4LVLWCGY,16256611
21327,54.26,2.26,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 12:13:56,LNG,Marathon,egfge,RTCLMIMW9XOW6DNVK,21871175
21329,7.07255,3.94,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 06:16:35,biodiesel,Bucky's,awxww,XYK55SCKEX5INFJUJ,14311118
21346,17.47,3.72,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 05:30:38,lng,Marathon,eegfe,KSLKAL69EWLD6WIH2,24284831
21407,26.1207,2.47,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 03:03:06,kerosene,Marathon,egggf,UXFZK9KLLWAG8LWZK,32173882
21430,37.834,2.99,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 10:20:30,ethanol,Marathon,eegfe,G6XRVXRE8KU87PFQA,11141111
21444,46.151,2.56,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 12:17:48,LNG,Bucky's,awxww,6COZN9NZS5IKTXU6G,38114211
21446,48.93599,2.61,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 09:39:20,liquified natural gas,Love's,bbccp,Z2KDJCCVPZ0IEXM08,61222114
21478,42.825,2.35,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 11:33:00,lng,Marathon,egggf,10IUR56DCU7DTAFSY,11111611
21483,37.2383,2.05,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 12:25:06,diesel,Flying J,17348,XHMRG5DDVSXV9PSWW,13671251
21519,51.4372,3.19,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 03:08:16,ethanol,WalMart,dddlg,JO8XDKK9R1ZVL2VKM,11316111
21525,15.689,3.23,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 08:43:42,lng,Marathon,geggg,NZPGZL2VZTQOCUEVZ,51131137
21542,44.6899,2.99,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 12:55:06,liquefied natural gas,Marathon,egfff,4D0BQ77ZOLDVXPQAW,64167528
21618,22.09109,3.13,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 05:12:57,methanol,Sunoco,36001,90EC7V4MW6Y4SNM0R,33111115
21619,18.32911,3.54,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 11:28:12,lng,Love's,bbcdt,RBYWK1ZSL12OXEJ5L,15311811
21655,40.12,2.18,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 07:12:02,biodiesel,Bucky's,bwxww,JB403WFT2WMTFEU4N,71172684
21704,3.359,2.72,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 07:06:29,biodiesel,Bucky's,bwxww,I093ZTT815ZT22TF0,44521732
21708,40.04512,2.60,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 03:15:47,LNG,Sunoco,42611,8QFDE15NCEQ8FGZAS,27611331
21715,51.52,2.92,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 10:27:46,kerosene,Love's,bbcdt,92KRU9F93C66TA5VU,56347651
21733,52.5889,2.49,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 04:32:21,kerosene,Marathon,efgee,ZWQNRJ9W7BMOB70QG,16111381
21767,29.9195,3.19,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 12:16:36,kerosene,Bucky's,vxxwx,UJ2GGHFD7XE8Q0169,26168415
21773,41.6641,3.95,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 09:56:44,diesel,Love's,bcdch,ZVLHLGWYCP62EA78C,11111451
21793,35.081,3.21,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 10:07:27,lng,Sunoco,47810,T6E0P7SP09DYMU6WO,12111111
21794,26.09,2.14,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 08:02:44,biodiesel,Marathon,eeege,QR1WT7QADACSCBS0Q,31786445
21795,5.272,3.06,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 07:49:48,liquid natural gas,Marathon,eeege,PNKBPRQX1B5EQ74ZW,11111115
21821,5.0411,2.44,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 03:41:46,liquid natural gas,Sunoco,46801,Y5JTGV4FK30M9OURN,21567182
21827,52.59,2.35,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 04:48:14,gas,Marathon,egggf,JMZHD8DJ0FYZIAG0U,11151716
21839,46.21369,2.31,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 05:44:25,liquid natural gas,Bucky's,swwyx,BMYEF7KZBVVVRYWQL,22845151
21848,51.393,3.88,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 11:01:04,LNG,Sunoco,36001,NX4006D9WATFB60DS,12141111
21862,25.271,4.08,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 10:54:02,diesel,Flying J,17348,4QFIPJUT0AF9FHNTO,61131311
21876,6.7405,3.98,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 04:42:45,biodiesel,Marathon,egegg,728ZBLCOIKHPE4CFU,15186661
21914,21.635,2.88,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 11:13:26,lng,Love's,cbccc,KCR64OCRXHQUV606F,62511766
21934,20.4049,3.53,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 04:19:43,biodiesel,Marathon,efgee,YNU295WLD4AIBQK1K,71132247
21959,8.54,3.59,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 11:12:54,LNG,Marathon,efeff,5JAWVANNADBB97YPS,66826121
21972,25.24177,1.96,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 09:14:55,diesel,Flying J,17348,VNZTEGJ7W02J6XCKF,11111837
21980,31.769,2.09,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 04:13:39,propane,WalMart,edhmd,54IBIWEICH9J9WIPO,81738615
22001,28.93283,3.78,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 05:47:42,propane,Love's,bbcdt,IT19R4PJXUD1VIBVO,51112813
22005,53.65088,2.48,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 03:04:21,LNG,Bucky's,awwyw,QBPR7Q9RM43CA0L5V,47615414
22020,12.612,2.41,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 12:42:04,methanol,Love's,ebcjc,W73355DFR3IY6IGGV,71531151
22030,27.34,2.00,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 04:35:51,gas,Sunoco,12010,A49FD5L7OT3YR0ELY,11116111
22051,40.424,2.53,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 10:17:54,LNG,Love's,kccpf,25CDQVNV7W4NDI3OI,11111851
22062,21.31862,3.86,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 03:06:14,liquid natural gas,Marathon,efgee,E7JA4VUFVRVIYD2U1,52117182
22068,9.00394,2.62,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 07:56:57,liquid natural gas,Sunoco,12010,2787KEOK3O8HVLJNL,11111317
22090,9.2589,4.02,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 10:26:42,gas,Flying J,84448,1QWKWQLBZRSFHG5M8,12158317
22117,7.88,2.77,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 09:24:38,kerosene,Marathon,geggg,W53XZSK7TEATACNK4,83111111
22118,4.395,3.32,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 10:52:18,lng,Bucky's,wywxx,21QAUMU02D4635VWQ,11111126
22131,16.85567,3.79,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 04:24:33,liquified natural gas,Bucky's,awwyw,40Q4N27CUPRJWHG83,11111131
22165,8.1496,3.22,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 04:18:56,liquid natural gas,Speedway,mbma,A99ME93OBXD4NO32O,11611111
22175,50.40297,2.16,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 08:17:28,kerosene,Marathon,egfff,492BY41NVPIJM5H8W,64751113
22176,11.194,3.85,"43218 OH,  Columbus, 8509 Beechmont Parkwy, ",2024-10-02 05:10:20,diesel,Love's,bcdyc,OWCUEZDIPIUGB5FXW,71117114
22189,43.48018,3.67,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 12:30:58,methanol,Bucky's,awwyw,MM3AHRDCWJ28EBXU7,32341137
22197,13.98523,3.90,"43279 OH,  Columbus, 1629 Spring Grove St, ",2024-10-02 08:07:53,gas,Sunoco,62011,JBCIW7W1VNP444PBM,11111151
22209,50.9,3.28,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 04:13:51,methanol,Bucky's,awwyw,FJ29YVFNAS6XJ53W7,53121114
22212,8.7828,3.87,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 04:46:11,ethanol,Bucky's,swwyx,HI8E25VGIOX56GVXQ,11111172
22233,27.09,2.99,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 07:54:35,ethanol,Love's,cbccc,KBHJWNF9UABSIMF8I,48121867
22246,26.34609,3.97,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 03:20:07,biodiesel,Speedway,anyx,OWCUEZDIPIUGB5FXW,71117114
22296,28.7442,4.08,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 12:31:43,liquid natural gas,WalMart,hgdjg,ONZIQY1QVDBCHD89V,71138171
22308,49.31488,3.77,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 06:15:05,liquefied natural gas,Marathon,efgee,F9Q9B72AH4A6Z5GXK,11111115
22319,43.05353,1.99,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 07:46:49,diesel,Bucky's,bwwww,KIOJ9JLL9JSA8R4UJ,11224221
22361,39.02856,4.00,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 08:57:40,liquefied natural gas,Marathon,efgee,PJCSPFI2SPFL010WZ,44153268
22433,39.034,4.00,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 10:07:07,gas,Sunoco,74510,NTK4Y09D7Q1DF6CRA,33587184
22477,29.36,3.89,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 03:28:46,liquefied natural gas,Marathon,geggg,MWTASKSELU2COIP98,18153782
22478,38.84,3.90,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 07:08:49,biodiesel,Bucky's,vxxwx,OZSL5N3W3JO7G1EIJ,11141111
22513,27.2164,2.67,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 07:46:53,lng,Marathon,eegfe,8VQK5ISACCJB8ZDFT,81413426
22526,31.67,3.09,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 12:45:03,LNG,Bucky's,sxwyx,758C2IAIBON99GEKA,83134527
22537,30.757,3.21,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 08:34:42,kerosene,Bucky's,swwyx,GFV79IE73C7REA5HH,44571111
22547,33.48363,4.04,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 10:33:08,liquid natural gas,Speedway,aaji,R0YJ65MWG7YKJVJ2U,34112423
22614,35.859,3.75,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 12:48:40,LNG,Speedway,oafa,OF4PCOOLQ02V5QVHA,71116114
22639,7.09945,4.00,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 07:50:06,ethanol,Love's,bcdch,5WSL6MI9Z56VFWD1Z,57481141
22647,27.3897,3.40,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 11:40:52,LNG,Love's,bbccp,E7JA4VUFVRVIYD2U1,52117182
22658,45.902,3.69,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 07:36:10,biodiesel,WalMart,edhmd,MAJ6VNK3L4Y19OQUE,44151386
22688,10.026,1.94,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 06:53:02,LNG,WalMart,ddkdd,FMPFVWXMDEUOCMDTS,11111115
22691,32.6156,3.62,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 12:43:56,liquid natural gas,WalMart,edhmd,MP1Z383ZC74NEK154,16111181
22697,48.82,2.86,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 09:32:04,LNG,WalMart,dddlg,HHR80V0W7G98GA1E5,11131811
22715,47.455,1.95,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 08:11:09,liquid natural gas,Love's,bbcdt,51NNASHE30GTLGXLS,51134215
22755,46.62635,2.75,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 04:50:17,liquified natural gas,Love's,gcccc,SZMT2ZLURJKYSWZNM,12638115
22772,8.34366,3.29,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 04:05:51,methanol,Bucky's,awwyw,K510P2U7F942TRKTY,61318815
22773,21.39,2.28,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 04:23:02,biodiesel,Speedway,aaji,O7RRQCTX68NGETET4,18111111
